CodProducto;Nombre;ContenidoInternoCaja;ContenidoInternoBlister;ContenidoInternoUnidad;ValorCajaContado;ValorBlisterContado;ValorUnidadContado;InventarioCaja;InventarioBlister;InventarioUnidad
7707035540206;CLONIDINA HCL 50  TABLETAS;50;5;10;22100.00;4500.00;500.00;12;0;0
7702195713408;CAPTOPRIL 25MG / 30TAB RECIPE;1;0;0;4500.00;.00;.00;6;0;0
100010984;CETIRIZINA 10 MG 10 TABLETAS AG;1;0;0;4800.00;.00;300.00;16;0;0
100001420;COMPLEJO B 100 TABLETAS EC;1;0;0;11900.00;800.00;95.00;2;0;0
7707035510223;ERITROMICINA 50 TAB /500MG ANGLO;50;5;10;44500.00;8900.00;400.00;0;1;0
100005850;FLUNARIZINA 5 MG 30 CAPSULAS MK;1;0;0;20400.00;5100.00;1400.00;3;0;0
7703712032705;FLUNARIZINA 10MG/20 TAB PENTA;1;0;0;4000.00;.00;.00;3;0;0
100013994;GLUCOSAMINA 1500 MG 14 SBS LS;1;0;0;25500.00;.00;.00;5;0;0
7703712030855;GLIBENCLAMIDA 5MG/30 TAB PENTA;1;0;0;3500.00;1200.00;100.00;29;0;0
100014817;GINKGO BILOBA 40 MG 20 TABLETAS RC;1;0;0;10700.00;.00;.00;2;0;0
100014811;GINKGO BILOBA 80 MG 20 TABLETAS RC;1;0;0;14300.00;.00;.00;8;0;0
7703712030343;IBUPROFENO 600MG/60CAP PENTA;60;6;10;17300.00;2900.00;2000.00;3;10;0
7707019337006;DIFLENAC 20 TAB BIOQ;1;0;0;7900.00;4900.00;500.00;18;2;0
7702057072025;SILDENAFIL 50MG/4 TAB MK;1;0;0;12600.00;.00;2800.00;8;0;0
100015326;TRAMADOL 100 MG GOTAS 10 ML EX;1;0;0;7900.00;.00;.00;40;0;0
036600813719;PROT.LABIAL CHAPSTICK CEREZA;1;0;0;11800.00;.00;.00;13;0;0
7707200908671;PRESERVAT. DEXEX ESTIMULANTE 3 CONDONES ICOM;1;0;0;8200.00;.00;.00;65;0;0
7707200908664;PRESERVAT. DEXEX 3 UDS NORMAL ESPERMICIDA;1;0;0;5900.00;.00;.00;18;0;0
7707200908657;PRESERVATIV. DEXEX 3 UND SABORES;1;0;0;5900.00;.00;.00;4;0;0
100014943;VALERIANA GOTAS 60 ML ICOM;1;0;0;9000.00;.00;.00;20;0;0
7707200908893;OMEGA 3 SUMPLEMENTO  60 CAPSULAS BLANDAS;1;0;0;21800.00;.00;.00;9;0;0
7702560024931;TARRITO ROJO CHICOS 400G;1;0;0;11700.00;.00;.00;1;0;0
100005019;ROMASCOL COMPLEJO JARABE 120 ML;1;0;0;23900.00;.00;.00;5;0;0
100005907;MERTHIOLATE ROJO TECNOQUIMICAS 90 ML;1;0;0;11400.00;.00;.00;5;0;0
100004204;CREMA LIMON MEREY 6UDS;12;0;1;52500.00;.00;4400.00;0;0;11
200013602;FIXOMUL STRETCH 10 CM 2 MTS;1;0;0;27500.00;.00;.00;5;0;0
200019934;VASELINA EN TARRO 400 GR PROMEGAN;1;0;0;10200.00;.00;.00;1;0;0
7702186020591;POLVOS NAILEN FILTRO SOLAR SURTIDO;1;0;0;8600.00;.00;7500.00;93;0;0
7702186024476;LABIAL NAILEN SURTIDO;1;0;0;3900.00;.00;.00;19;0;0
7702433161411;LABIAL VOGUE SURT;1;0;0;4500.00;.00;.00;18;0;0
200005956;LIMAS ZAFHIRS PROFESION 144 UDS;144;0;1;72000.00;.00;500.00;0;0;339
200019986;POLVO COMP.VITU VIT.E;1;0;0;8900.00;.00;.00;3;0;0
7702678050884;POLVOS ANA MARIA;1;0;0;16000.00;.00;.00;11;0;0
7702186023059;LAPIZ DELINEADOR NAILEN SURT;1;0;0;4800.00;.00;.00;20;0;0
1071;ENCRESPADOR LOVE CURLER;1;0;0;2300.00;.00;.00;10;0;0
7896075701040;DEPILADOR MERJEHE BASIC;12;0;1;12000.00;.00;1000.00;0;0;1
7501009222729;GILLETTE PRESTOBARBA ULTRAGRIP;1;0;0;62500.00;.00;2500.00;13;0;46
7707200909838;CREMA CONCHA DE NACAR 60G NE;1;0;0;14500.00;.00;.00;6;0;0
200003450;CREMA PONDS S NUTRITIVA 100 GR;1;0;0;21900.00;.00;.00;9;0;0
650240004643;ASEPXIA JABON BARRA EXFOLIANTE 100G;1;0;0;9200.00;.00;.00;2;0;0
200003813;LUBRIDERM LOCION PIEL SENSIBLE 400 ML;1;0;0;25700.00;.00;.00;3;0;0
7707178033443;ESMALTE SHEM SURT;1;0;0;4800.00;.00;.00;21;0;0
7707194530018;ESMALTE MASGLO SURT;1;0;0;7000.00;.00;.00;32;0;0
099176480310;CREMA DENTAL COLGATE TOTAL 12 CL;1;0;0;9500.00;.00;.00;13;0;0
200020564;JABON AZUFRE 100 GR;1;0;0;7600.00;.00;.00;7;0;0
200016537;DTE DEOPIES ANTIBACTERIAL SPRAY 260 ML;1;0;0;17800.00;.00;.00;16;0;0
100011631;TALCO UNDECIN 100 GR;1;0;0;9500.00;.00;.00;1;0;0
5238;MEDIAS VELADAS ARCANGEL;1;0;0;3500.00;.00;.00;6;0;0
7707200909210;CERITAMIN 10MG/10 TAB ICOM;1;0;0;23900.00;.00;1800.00;8;0;0
100015503;LAXIUM 5 MG 100 TABLETAS;100;10;10;31900.00;3000.00;500.00;5;13;2
100012688;LIPOSTAN 20 MG 30 TABLETAS;1;0;0;19900.00;7900.00;1000.00;36;2;0
200004413;KIT DE INYECTOLOGIA CON JERINGA;1;0;0;1500.00;.00;.00;1;0;0
200007493;TALCO JJ BABY ORIGINAL 200 GR;1;0;0;20000.00;.00;.00;5;0;0
200010029;CHUPO CORCHITO BLANCO # 3 GDE.;1;0;0;1000.00;.00;.00;10;0;0
649004;CORTA UÑAS BEBE;12;0;1;13300.00;.00;2000.00;0;0;8
7702026031329;TOA.HUMEDAS PEQUEÑIN *24UNDS;1;0;0;2800.00;.00;2500.00;18;0;0
079400110695;DTE REXONA CLINICAL CLEAN FRESH 48G;1;0;0;19500.00;.00;.00;6;0;0
079400052926;DTE REXONA CLINICAL WOMEN ROSADO 48G;1;0;0;19500.00;.00;.00;5;0;0
200016223;DTE DOVE ROLLON ORIGINAL 55 GR (50 ML);1;0;0;10500.00;.00;.00;2;0;0
7501056340131;SEDAL CREMA PARA PEINAR RIZOS OBEDIENTES 300ML;1;0;0;12500.00;.00;.00;2;0;0
7501006721119;CHA.PANTENE RESTAURACION 200ML;1;0;0;11600.00;.00;.00;2;0;0
650240011832;TIO NACHO ACLARADO 415ML;1;0;0;24000.00;.00;.00;5;0;0
1969;PEINILLA MOJARRA GRANDE;1;0;0;1800.00;.00;.00;2;0;0
039800015464;PILAS ENERGIZER AA;1;0;0;4400.00;.00;.00;12;0;0
039800013613;PILA ENERGIZER MAX 9V;1;0;0;9500.00;.00;.00;4;0;0
039800011367;PILAS ENERGIZER MAX C2;1;0;0;13500.00;.00;.00;4;0;0
18892;SOMBRAS ENGOL COLLECTIONS EN8624A;1;0;0;9800.00;.00;.00;1;0;0
200020557;TOA.TENA MUJER MEDIUM 30 UDS;1;0;0;24000.00;.00;.00;4;0;0
7702027429354;TOA. NOSOTRAS EXTRA PROTECCION TELA 6 UND;1;0;0;3900.00;.00;3500.00;13;0;0
7702027417719;TOA. NOSOTRAS PLUS CANALGEL TELA 12*10;1;0;0;4700.00;.00;.00;4;0;0
200020581;PROT.NOSOTRAS DIARIOS DOBLES 25 UDS;1;0;0;4900.00;.00;.00;2;0;0
7702031927433;DESITIN CREAMY 57G;1;0;0;18500.00;.00;.00;3;0;0
200005312;BIGEN MATICES 45 CHOCOLATE;1;0;0;15800.00;.00;.00;4;0;0
7707228411214;MICROPOROSA CINTA ADHESIVA;1;0;0;2500.00;.00;.00;13;0;0
7702031927440;DESITIN ORIGINAL 113G;1;0;0;32500.00;.00;.00;4;0;0
7707300932439;BOLSA DE HIELO;1;0;0;10500.00;.00;.00;2;0;0
7702480000244;BETUN BOWY NEGRO 15GR;1;0;0;1500.00;.00;.00;1;0;0
200010046;BORAX 10 GR 20 SBS DISANFER;20;0;1;8700.00;.00;500.00;1;0;64
200010054;LINAZA EN PEPA 20 SBS DISANFER;20;0;1;6500.00;.00;500.00;2;0;13
200019510;AZUFRE 25 SBS PROMEGAN;25;0;1;6000.00;.00;500.00;1;0;49
079400052919;DTE REXONA CLINICAL MEN;1;0;0;19800.00;.00;.00;5;0;0
7707200909876;COMPLEJO B 50 CAPSULAS;1;0;0;22000.00;.00;.00;24;0;0
100005302;ABRILAR JARABE 100 ML (M);1;0;0;31900.00;418.00;43.00;10;0;0
100014363;SILDENAFIL 100 MG 1 TABLETAS AG;1;0;0;7000.00;.00;.00;6;0;0
7707355050232;DESONIDA 0.05% CREMA 15G;1;0;0;13500.00;.00;.00;4;0;0
100002858;NECROTON 8 CAPSULAS;8;0;1;32500.00;15800.00;4000.00;3;1;9
01;BOMBOMBUM;1;0;0;30000.00;.00;3500.00;41;0;1
04;TUMIX -XTIME;1;0;0;33500.00;.00;2500.00;231;0;12
07;CHICLE TRIDENT PAPEL X 5 SURTIDO;1;0;0;21000.00;.00;1000.00;38;0;8
12;HALLS INDIVIDUAL;1;0;0;29000.00;.00;3500.00;121;0;7
13;HALLS BARRA X 9 UNIDADES;1;0;0;29500.00;.00;1500.00;61;0;5
14;MENTAS;1;0;0;7500.00;.00;500.00;238;0;4
20;HELADO CASERO X 25;25;0;1;24100.00;.00;1000.00;4;0;32
21;HELADO CASERO ARTESANAL X 25;25;0;1;40600.00;.00;1700.00;12;0;8
22;CHOCOCONO X 20;24;0;1;34260.00;.00;1500.00;17;0;22
23;PALETA ALOHA  X 24;24;0;1;27500.00;.00;1200.00;2;0;19
25;PLATILLO X 20;20;0;1;31000.00;.00;1500.00;16;0;2
26;BOCATO X 12;12;0;1;36300.00;.00;3200.00;16;0;11
27;PALETA JET X 14;14;0;1;33300.00;.00;2500.00;12;0;10
29;ALOHA VASO X 1;12;0;1;28400.00;.00;2400.00;1;0;4
30;VASO HELADINO X 12;12;0;1;25000.00;.00;2200.00;19;0;2
40;JUGOS HIT;12;0;1;26900.00;.00;2000.00;2;0;2
41;GASEOSA STDA 600 ML;24;0;1;30200.00;.00;2000.00;11;0;1
42;GATORADE;12;0;1;31400.00;.00;2800.00;1;0;7
7706263200616;PAX DIA;24;0;1;44500.00;.00;1900.00;0;0;12
7706263200630;PAX NOCHE;24;0;1;44500.00;.00;1900.00;1;0;7
200006123;DUCHA INTIMA ETERNA;1;0;0;5900.00;.00;.00;8;0;0
100006362;PASEDOL 50 MG 100 TABLETAS;100;25;4;57300.00;2200.00;600.00;6;44;2
7702433098243;ESMALTE VOGUE;1;0;0;3000.00;.00;.00;9;0;0
7707178033467;ESMALTE RODHER SURT;1;0;0;2800.00;.00;.00;80;0;0
32;PALETA PASION X 16;16;0;1;35100.00;.00;2300.00;0;0;10
7702186020966;RUBOR NAILEN 9;1;0;0;3900.00;.00;.00;28;0;0
7702605101511;IBUPROFENO 800MG/50TAB GF;50;5;10;17500.00;3500.00;300.00;4;2;9
100001759;LORATADINA 10 MG 10 TABLETAS GF;1;0;0;2800.00;.00;.00;5;0;0
7703153007102;METRONIDAZOL 500MG/10 OVULOS COLMED;1;0;0;8000.00;.00;.00;2;0;0
100001674;BETAMETASONA 0.05% UNGUENTO 40 GR GF;1;0;0;11900.00;.00;4800.00;11;0;0
100017223;SALBUTAMOL INHALADOR 200 DOSIS FO;1;0;0;10900.00;.00;.00;6;0;0
200004853;ESP.LEUKOPLAST 1/2X5;1;0;0;6700.00;.00;6600.00;9;0;0
100013924;ARAWAK DESPIG.CUTANEO FORM.50 GR;1;0;0;34800.00;.00;.00;19;0;0
200023172;REPELENTE NOPIKEX SPRAY 120 ML;1;0;0;15900.00;.00;.00;4;0;0
7702605103249;BETAMETASONA CREMA 0.1  % 40 GR;1;0;0;13000.00;.00;.00;2;0;0
7706569000187;GUAYACOLATO DE GLICERINO MENTA;1;0;0;7600.00;.00;.00;2;0;0
7707260161078;GLICERINA PURA 475 ML;1;0;0;10000.00;.00;.00;2;0;0
7703712012097;DERMASKIN CREMA 20 GR;1;0;0;14000.00;.00;.00;22;0;0
100016320;ASPIRINA 100 MG 140 TBS;140;10;14;54900.00;11900.00;450.00;14;15;28
200003437;CREMA PONDS CLARANT B3 N.GRASA 100 GR;1;0;0;26800.00;.00;.00;4;0;0
100005811;COMPLEJO B 250 TABLETAS MK;250;25;10;35900.00;1500.00;200.00;0;38;0
200023625;CREMA CERO 30 GR;1;0;0;7900.00;.00;.00;9;0;0
200020921;CREMA DE HIGUERILLA NAT. EVOLUTION 60 GR;1;0;0;9000.00;.00;.00;2;0;0
7707212040147;JABON DE AVENA;1;0;0;5900.00;.00;.00;2;0;0
7702870003596;SINOVUL 21;1;0;0;13600.00;.00;.00;20;0;0
7702090027884;AGUA H2O;1;0;0;2700.00;.00;.00;4;0;0
7501001303464;CHA.PANTENE CONTROL CAIDA 400ML;1;0;0;18900.00;.00;.00;1;0;0
7703153020255;LEVOCETIRIZINA 5 MG X 10 TBS;1;0;0;19500.00;.00;.00;5;0;0
7706569000019;ALBENDAZOL TABLETAS;1;0;0;3400.00;.00;.00;10;0;0
7706569000576;ALBENDAZOL SUSPENSION  20 ML AG;1;0;0;4800.00;.00;.00;3;0;0
7706569020437;MELOXICA 15 MG TABLETAS AG;1;0;0;11700.00;.00;1100.00;56;0;5
7702035870384;LUBRIDER REPARACION INTENSA;1;0;0;18900.00;.00;.00;6;0;0
7702605102617;TINIDAZOL 1 GR;1;0;0;5600.00;.00;.00;2;0;0
7706569001351;ACETATO DE ALUMINIO;1;0;0;9400.00;.00;.00;53;0;0
7501056330552;CREMA PONDS REJUVENESS 200G;1;0;0;50800.00;.00;.00;2;0;0
7702057160562;NORAVER TOS NIÑOS;1;0;0;17500.00;.00;.00;1;0;0
7703432421353;NIMODIPINO;1;0;0;14600.00;4500.00;500.00;5;0;0
7501056326166;CREMA PONDS S NUTRITIVA 200GM;1;0;0;35000.00;.00;.00;4;0;0
7703712031906;ACICLOVIR PENTA;1;0;0;7900.00;.00;.00;5;0;0
7703763334025;OXIMETAZOLINA00,25 LS;1;0;0;7900.00;.00;.00;3;0;0
7702031927471;DESITIN CREMA 28 GR;1;0;0;11500.00;.00;.00;5;0;0
039800014009;PILA ENERGIZER AAA;1;0;0;4400.00;.00;.00;5;0;0
7506078926912;CHA.EL VIVE X 400 ML CABELLO TEÑIDO;1;0;0;18600.00;.00;.00;3;0;0
7707200905182;CREMA DE LIMON ICOM;1;0;0;500.00;.00;.00;24;0;0
7707200902235;CREMA PARA PROTESIS ICOM;1;0;0;22500.00;.00;.00;12;0;0
7707200907841;GLICORATIN ICOM;1;0;0;19500.00;.00;.00;3;0;0
7702010631191;COLGATE CEPILLO MEDIO;1;0;0;5600.00;.00;.00;13;0;0
7702057072001;CLINDAMICINA;1;0;0;37500.00;.00;.00;1;0;0
7702184020098;COMPLEJO B JARABE;1;0;0;7500.00;.00;.00;2;0;0
77014542;CALADRYL LOCION ROSADO;1;0;0;13900.00;.00;.00;1;0;0
7707200909616;CREMA DE AVENA NAT EVOLUTION;1;0;0;10500.00;.00;.00;2;0;0
7707200900910;DICLOFENACO GEL 50 GR ICOM;1;0;0;10500.00;.00;.00;15;0;0
7707200909333;MEPROGAL;10;0;1;31500.00;.00;3000.00;19;0;9
7706569021588;AMLODIPINO 10 AG X 30 TAB;1;0;0;13800.00;.00;.00;8;0;0
7702195070099;TRAZADONA 50 MG TABLETAS RECIPE;50;5;10;14900.00;3000.00;200.00;3;4;0
7702502017700;TALCO MEXANA X 300;1;0;0;13900.00;.00;.00;2;0;0
7702605101979;NORFLOXACINO 400;1;0;0;10000.00;.00;.00;5;0;0
7896015520045;SENSODYNE X 90;1;0;0;20000.00;.00;.00;1;0;0
7800005081225;SEDA DELTAL ORAL B 25 MTS;1;0;0;6500.00;.00;.00;3;0;0
7702045522877;TINTE IGORA SURTIDO;1;0;0;22000.00;.00;.00;34;0;0
7703153017361;MELOXICAM 15 MG TABLETAS COLMEND;1;0;0;9500.00;.00;1000.00;2;0;0
7702057070748;ASA 100;100;10;10;27500.00;2800.00;8000.00;0;10;0
7791293005188;DTE AXE TEMPRATION SPRAY 90 ML;1;0;0;7700.00;.00;.00;6;0;0
7702186020447;POLVOS NAILEN SURTIDOS;1;0;0;6000.00;.00;.00;37;0;0
7501056340810;CHA.SEDAL CLIMA RESIST 200 ML;1;0;0;7900.00;.00;.00;1;0;0
7506078947894;CHA. ELVIVE 400 ML CABELLO DAÑADO;1;0;0;18500.00;.00;.00;5;0;0
7702035435989;LUBRIDERM EXTRA HUMECTANTE 200ML;1;0;0;15600.00;.00;.00;5;0;0
7702035468451;LUBRIDERM PIEL SENSIBLE 200ML;1;0;0;15700.00;.00;.00;3;0;0
7702870070307;LUMBAL FORTE;36;6;6;74500.00;12500.00;2000.00;1;5;2
7703283401313;LYRICA 75 MG;1;0;0;20400.00;.00;.00;1;0;0
7702045509649;TINTE PALETTE SURTIDO;1;0;0;17500.00;.00;.00;21;0;0
7702605102044;OMEPRAZOL  20 MG X 10 CAP GF;1;0;0;2800.00;.00;.00;6;0;0
7702090022711;AGUA CRISTAL BOTELLA X 600 ML;24;0;1;30100.00;.00;1700.00;2;0;33
20000077010616;ESP.LEUKOPLAST 1/2X1 24 UDS;24;0;1;38200.00;.00;1600.00;1;0;18
7702195061400;METOCLOPRAMIDA;1;0;0;8500.00;.00;.00;10;0;0
7707177972026;ESPIROLAN 25 MG;1;0;0;12900.00;.00;.00;5;0;0
7707200903157;AMZOL FEM;1;0;0;28500.00;13900.00;2500.00;9;0;0
7707200908831;GASA ESTERIL ICOM;12;0;1;8700.00;.00;1000.00;0;0;20
7891024183021;SEDA DENTAL COLGATE MENTA 50M;1;0;0;11000.00;.00;.00;3;0;0
7891024183281;HILO DENTAL TOTAL;1;0;0;18900.00;.00;.00;2;0;0
7891024183083;HILO DENTAL TOTAL 25;1;0;0;9900.00;.00;.00;4;0;0
7707210530084;CHA.CHAMPIOJO;1;0;0;19500.00;.00;.00;2;0;0
7707200901115;ALCOHOL ALCOPY 350 ML;1;0;0;59900.00;.00;4500.00;18;0;5
7703432425214;TRAZODONA 50MG;50;5;10;14600.00;3000.00;250.00;1;0;0
7891010963729;MYLANTA DOS FRESA;1;0;0;35900.00;.00;.00;2;0;0
7702057076184;IVERMETINA MK;1;0;0;14800.00;.00;.00;6;0;0
7706569021625;TRAMADOL AMERICAN;1;0;0;8900.00;.00;.00;6;0;0
7501033957369;PEDIALYTE MANZANA 60;1;0;0;6400.00;.00;.00;8;0;0
7707260160613;CREOLINA 240;1;0;0;4600.00;.00;.00;2;0;0
7707260160637;CREOLINA 465;1;0;0;8400.00;.00;.00;2;0;0
7703038066521;METOCLOPRAMIDA TABLETAS;300;30;10;41200.00;2500.00;100.00;0;28;0
7702184010013;ACIDO FOLICO 1 G;1;0;0;8200.00;.00;.00;5;0;0
7703153021672;LEVOTIROXINA 50;1;0;0;8900.00;.00;.00;13;0;0
7702186020126;MAQUILLAJE LIQUIDO NAILEN SURT;1;0;0;6900.00;.00;.00;15;0;0
7509546029153;DTE LADY SPEED GEL DOUBLE DEFENSE 65 G;1;0;0;17400.00;.00;.00;1;0;0
70;PALETA FRUTI FRUTA X 16;16;0;1;26000.00;.00;1800.00;2;0;4
7703432423425;COLCHICINA 05;1;0;0;7000.00;.00;.00;1;0;0
7702195051890;SILDENAFIL 50 MG RC;1;0;0;4800.00;.00;2000.00;32;0;0
7707019402063;DOSALDIN 20 TABLETAS;20;2;10;36800.00;17000.00;2000.00;11;2;11
7707193642439;DELIFON 5MG;1;0;0;7500.00;.00;.00;3;0;0
7707331800486;LEUKOPLAST 2X5;1;0;0;19500.00;.00;.00;6;0;0
7509546007083;CREMA COLGATE TOTAL 50 ML;1;0;0;6300.00;.00;.00;8;0;0
7707271451410;CYCLOFEMINA;1;0;0;22500.00;.00;.00;24;0;0
7702027417788;TOA.NOSOTRAS NATURAL PLUS CANAL GEL TELA +2;1;0;0;4000.00;.00;.00;3;0;0
7703644001404;REPELENTE NOPIKEX;1;0;0;15300.00;.00;.00;3;0;0
7702184030219;DIPIRONA AMPOLLA;5;0;1;36000.00;.00;7800.00;0;0;1
7707300933535;RECOLECTOR DE ORINA PEDIATRICO;50;0;1;15000.00;.00;600.00;1;0;1
650240015670;CHA. TIO NACHO HERBOLARIO;1;0;0;23700.00;.00;.00;3;0;0
7707019466218;TRIATUSIC JARABE;1;0;0;18900.00;.00;.00;10;0;0
7707228360031;GOTEROS;20;0;1;14100.00;.00;800.00;0;0;19
047400179660;REPUESTO MACH 3 X 4;1;0;0;38400.00;.00;.00;5;0;0
7707200901016;LABIAL SOTTILE;1;0;0;3900.00;.00;.00;8;0;0
7703799310109;LABIAL BARDOT SURT;1;0;0;3900.00;.00;.00;7;0;0
7702045513196;IGORA BLOMDE;12;0;1;40600.00;.00;3400.00;0;0;7
7702123003137;JABON ACID -MANTLE;1;0;0;7000.00;.00;.00;5;0;0
7702560026089;KOLA GRANULADA 380 FRESA;1;0;0;15700.00;.00;.00;3;0;0
7707172688953;DOLEX AVANZADO;16;0;1;13400.00;.00;400.00;1;0;0
20000077010623;LEUKOPLAST 1X1 YD;12;0;1;25500.00;.00;2500.00;1;0;0
7702605100415;AMPICILINA 500;100;10;10;69400.00;7000.00;700.00;0;2;0
7702186000463;POLVOS COMPACTO SMART #6;1;0;0;9500.00;.00;.00;4;0;0
7702186000456;POLVOS SMART #5;1;0;0;9500.00;.00;.00;2;0;0
7702186001316;POLVOS SMART FS BLANCO #2;1;0;0;12500.00;.00;.00;3;0;0
7703234102894;NOXPIRIN JUNIOR;24;0;1;32200.00;.00;1200.00;0;0;18
7707300932187;VENTA ELASTICA 6X5;1;0;0;3700.00;.00;.00;8;0;0
78930841;MINI ROLLON REXONA;1;0;0;3300.00;.00;.00;31;0;0
7702044085434;PSTAÑINA MAXFACTOR;1;0;0;24900.00;.00;.00;6;0;0
7794640661242;COREGA TABS;1;0;0;19000.00;.00;.00;1;0;0
7702132010980;ADVIL GRIPA;72;18;4;102200.00;5700.00;1500.00;0;15;6
7705471800816;VASELINA 120;1;0;0;3600.00;.00;.00;3;0;0
200022165;DTE.REXONA MINIROL BAMBOO 30 GR;1;0;0;3200.00;.00;.00;46;0;0
200021283;ACOND.PANTENE RESTAURACION 400ML;1;0;0;18800.00;.00;.00;1;0;0
100014043;SUERO FISIOLOGICO QUIBI 500ML;1;0;0;3500.00;.00;.00;4;0;0
7702037510998;JERINGA 10ML;1;0;0;600.00;.00;.00;18;0;0
7702132008611;ADVIL MAX X10;10;0;1;14500.00;.00;1500.00;3;0;0
7707249020044;RECOLECTOR DE ORINA 24;1;0;0;8900.00;.00;.00;3;0;0
7702057075286;PANCREATINA;1;0;0;43200.00;.00;.00;1;0;0
7707035510414;MELOXICAM 7.5 ANGLO;1;0;0;6800.00;.00;.00;6;0;0
7702783001313;MEDIAS SANSARA SLACK;1;0;0;5900.00;.00;.00;2;0;0
7702186001231;POLVOS SMART FILTRO  #4;1;0;0;9000.00;.00;.00;4;0;0
7702186023752;CORRECTOR NAILEN/SMART;1;0;0;5600.00;.00;.00;5;0;0
7702031241522;COPITOS COTONETES X 100;1;0;0;9300.00;.00;.00;4;0;0
7702031900870;JABON JJ ANTES DE DORMIR;1;0;0;2000.00;.00;.00;1;0;0
7707300932118;ALGODON LAMINADO 3X5;1;0;0;2000.00;.00;.00;13;0;0
7707300932125;ALGODON LAMINADO 4X5;1;0;0;3000.00;.00;.00;8;0;0
7702605102624;TINIDAZOL;1;0;0;6500.00;.00;.00;4;0;0
7705471300118;ACIDO BORICO;30;0;1;12000.00;.00;500.00;0;0;2
7706933000119;DOLORAN POMADA;1;0;0;5200.00;.00;.00;2;0;0
42210283;BLO. NIVEA SUN 60;1;0;0;31700.00;.00;.00;2;0;0
7707200901474;ACETAMINOFEN 500;100;10;10;12800.00;1300.00;500.00;9;5;12
7707200901276;SICUR CREMA;1;0;0;17000.00;.00;.00;3;0;0
7703038050346;LOSARTA 50 LAPROFF;300;30;10;58700.00;2000.00;200.00;0;16;0
7707019353112;ULPIGAS 300;30;3;10;27000.00;9000.00;900.00;0;1;8
7702870004111;MOVIDOL;48;8;6;43300.00;5500.00;1000.00;0;4;2
7702123003014;ACID MANTLE CREMA 60G;1;0;0;23500.00;.00;.00;3;0;0
7702035416155;LUBRIDERM UV 15 200ML;1;0;0;18500.00;.00;.00;4;0;0
7891010038908;SEDA DENTAL JJ REACH MENTA;1;0;0;14500.00;.00;.00;5;0;0
7702605101429;HIDROCLOROTIAZIDA 25 MG;1;0;0;3500.00;.00;.00;4;0;0
7707019314328;DEXACORT 8MG;5;0;1;59900.00;.00;12900.00;5;0;7
7707019350906;ZIFLUVIS 600;10;0;1;22000.00;.00;2300.00;15;0;18
7702057060664;LEVOTIROXINA 150;1;0;0;40700.00;20900.00;500.00;5;0;0
7702057061371;OXIMETAZOLINA 0.025% MK;1;0;0;9200.00;.00;.00;4;0;0
8427030003160;ENSURE X 900;1;0;0;89500.00;.00;.00;1;0;0
ESMALTE BARDOT;ESMALTE BARDOT STDO.;1;0;0;2500.00;.00;.00;11;0;0
7703038065630;ACETAMINOFEN 90 ML GF;1;0;0;4000.00;.00;.00;5;0;0
7703038050124;CARBAMAZEPINA;300;30;10;112100.00;3800.00;400.00;0;3;0
7707177971562;MIOFLEX X 100;100;10;10;59000.00;6000.00;600.00;8;6;0
7702045489835;OXIGENTA DE PALETTE;1;0;0;2800.00;.00;.00;1;0;0
7702605107469;PREDNISOLONA 5;1;0;0;7900.00;3000.00;500.00;34;1;0
7707200901191;GEL REDUCTOR TERMICO ICOM;1;0;0;25900.00;.00;.00;5;0;0
7702057843755;DTE YODORA MINI;1;0;0;3000.00;.00;.00;15;0;0
7794640170133;CREMA SENSODYNE REPARA;1;0;0;23500.00;.00;.00;5;0;0
7703038066637;TRIMEBUTINA 200;300;30;10;164800.00;5600.00;500.00;0;40;0
7702026313715;TOA. HUMEDAS PEQUEÑIN 100 UNI.;1;0;0;8900.00;.00;.00;3;0;0
TETEROPOPOCHO;TETERO POPOCHO;1;0;0;10000.00;.00;.00;1;0;0
TETERO LARGO;TETERO LARGO;1;0;0;4800.00;.00;.00;1;0;0
100015819;DERMOCUAD CREMA 20 GR;1;0;0;15900.00;.00;.00;4;0;0
100001312;INFLACOR RETARD 3+3 MG 1 ML AMPOLLA;1;0;0;29400.00;.00;.00;6;0;0
302993923046;JABON CETAPHIL;1;0;0;35000.00;.00;.00;2;0;0
7703799208048;POLVO DE ARROZ BARDOT # 4,5,6;1;0;0;5900.00;.00;.00;1;0;0
7707019313079;AZITROBAC 500 MH;1;0;0;19800.00;.00;.00;35;0;0
7703445130303;FLUIMUCIL GRIPA;100;10;10;82500.00;8500.00;950.00;5;17;16
7707200908107;BRILLO CAPUCHINO;1;0;0;4900.00;.00;.00;1;0;0
7707200907940;BRILLO ROSA;1;0;0;6500.00;.00;.00;5;0;0
7707200903362;CORTA CUTICULA;1;0;0;9500.00;.00;.00;6;0;0
7707200903614;DEPILADOR DE CEJAS;1;0;0;2900.00;.00;.00;6;0;0
7707200906912;POLVO COMPATO SOTTILE;1;0;0;4900.00;.00;.00;1;0;0
7707232096537;DIGESTAR MAX;1;0;0;14600.00;.00;.00;2;0;0
7702123005452;TABCIN NOCHE;60;5;12;64200.00;12900.00;1100.00;0;7;15
7707200909395;COFINIL NIÑOS;1;0;0;13500.00;.00;.00;12;0;0
7705959003807;SECNIDAZOL 500 MG AG;1;0;0;6700.00;.00;.00;2;0;0
7702418001640;CEBION MASTICABLE;100;10;10;33400.00;4500.00;500.00;1;0;0
